InterfaceUID,InterfaceParentInterfaceUID,InterfaceMachineUID,InterfaceIP,InterfaceMAC,InterfaceNetworkUID,InterfaceDNSName,InterfaceSwitchNumber,InterfaceSwitchPosition,InterfaceNote,InterfacePreffered
N'28a10606-8601-4eb9-a7a1-8da4d6e93ad0',NULL,N'7e8de39c-95ce-4d57-9db4-10a996908462',N'172.16.5.7',N'00:30:48:C9:CA:BE',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'saltix07',N'swL051',N'47',NULL,NULL
N'28e040f2-826a-4cc6-8042-5f2a49cd2705',NULL,N'2b26b22a-3cf8-4a3d-b302-f78e51442ab4',N'172.16.6.62',N'E4:1F:13:22:42:36',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis62',N'swL112',N'30',NULL,NULL
N'293744ac-7e0d-42bf-a5b7-c2b74346d9a6',NULL,N'7dc4048d-e988-45b2-8c65-8af006a9dad2',N'147.231.25.231',N'00:40:63:f5:16:4a',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'storage6',N'sw253',N'4/2',NULL,NULL
N'296db144-b17f-4a58-8ffe-a17eedec4951',NULL,N'13b03be2-b28a-474b-a77e-77cfce7b83a5',N'172.16.6.49',N'E4:1F:13:22:65:16',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis49',N'swL112',N'17',NULL,NULL
N'2a61992d-74a0-4702-b39c-cf030372c102',NULL,N'1659b952-28ec-4bf6-a4da-0b670546678f',N'172.16.6.50',N'E4:1F:13:22:7F:6E',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis50',N'swL112',N'18',NULL,NULL
N'2b0df17f-9a94-4905-9196-29ed2613a799',NULL,N'7c861473-1fe4-40f9-887c-c4963f69faa2',N'172.16.6.13',N'E4:1F:13:22:7E:C0',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis13',N'swL111',N'13',NULL,NULL
N'2b3d6162-3650-4caa-b552-1b1dacbecea6',NULL,N'bae91f5e-04c1-4e3c-864e-b65aa5752ba1',N'10.26.205.65',N'00:23:7d:3b:48:58',N'9751c60e-c319-45c5-a6c1-22fa7e63c4cb',N'orion-s.fzu.cz',NULL,NULL,NULL,NULL
N'2b44de85-a52e-4784-b969-b5d50a9ef682',NULL,N'ede8258e-96f5-4f9e-923b-1c9907c7be88',N'10.26.202.38',N'00:30:48:59:86:E2',N'3a9e668d-e858-47c0-9998-3c9846838134',N'thsun91.fzu.cz',NULL,NULL,NULL,NULL
N'2c0021c1-f67c-4792-a0b2-6cbdf394d921',N'                                    ',N'fa7ce43b-bf34-4815-95c9-339df30f04b4',N'147.231.25.29',N'00:30:6e:2c:69:8e',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias29',N'sw009',N'H20',NULL,NULL
N'2c330826-207d-4bc9-b5dd-5b317df8507b',N'                                    ',N'cd1ebfcb-18a4-401e-bc5f-d29af7cc2a47',N'172.16.4.40',N'00:0f:20:7a:e7:f8',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'hypericum40',N'swL041',N'34',NULL,NULL
N'2c5b53c2-ce1b-4130-8c8e-7f527f247f77',N'                                    ',N'9dda1f94-d88f-413c-a775-222286e85607',N'147.231.25.126',N'00:18:71:E7:78:2E',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias126',N'swL082',N'4',NULL,NULL
N'2c85b9a3-641d-4436-99fc-e0d8dcbdfd06',NULL,N'f3a47de7-b9ac-430c-bbdb-4425869f4850',N'10.26.202.39',N'00:17:31:12:9A:C6',N'3a9e668d-e858-47c0-9998-3c9846838134',N'thsun31.fzu.cz',NULL,NULL,NULL,NULL
N'2cdb50ec-ac08-4b37-8909-6c4b5b3f215a',N'                                    ',N'328c2a26-d15c-4a59-b830-fb9ab9cf06a8',N'147.231.25.141',N'00:1C:C4:BF:E3:9A',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias141',N'swL081',N'13',NULL,NULL
N'2d26461d-1213-4d35-9f18-68ab5b8cc5d6',NULL,N'5a5442f7-e98c-4a8a-8ee1-b3280fa5c2b6',N'172.16.5.4',N'00:30:48:C9:4D:12',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'saltix04',N'swL051',N'44',NULL,NULL
N'2d90172f-82de-4049-a7f4-f31f23345b6c',NULL,N'85fdde5a-9790-409e-be57-a7449d8e6188',N'10.26.202.2',N'00:00:00:00:00:00',N'0dbc6c7f-99f8-4ca5-ae69-968c6655d996',N'apollo1.fzu.cz',NULL,NULL,NULL,NULL
N'2dad5f54-86e2-4b8e-ab0f-dd628cba9863',N'                                    ',N'faeace78-0561-4dbc-b41c-3909fee219b2',N'147.231.25.32',N'00:0b:cd:ce:26:ca',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias32',N'swL071',N'5',NULL,NULL
N'2e310e64-644d-4006-95f3-1f88e8477d72',N'                                    ',N'2c49bc53-6100-4d12-95a0-8c320fd23307',N'147.231.25.143',N'00:1B:78:E0:D3:08',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias143',N'swR051',N'1',NULL,NULL
N'2ef11fb6-0955-438b-b264-0de5f114da46',NULL,N'bc78a30d-806f-4590-9cb3-5eb8d82eb68f',N'172.16.2.78',N'00:1F:C6:DA:15:AC',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis78',N'swL102',N'36',NULL,NULL
N'2f61a7b5-d639-4a8f-85ff-1846f19f94c8',NULL,N'dadb50ba-231b-4aa9-b67e-5732c5acf268',N'172.16.2.77',N'00:1F:C6:D9:46:B4',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis77',N'swL102',N'35',NULL,NULL
N'2f716350-5eb1-4114-9e9d-ae5305d0f371',NULL,N'7e6414ba-25a2-4589-be52-e85ffa4409e1',N'172.16.2.46',N'00:1F:C6:DA:1A:E4',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis46',N'swL102',N'4',NULL,NULL
N'306b2288-d55f-41ba-93a7-ba8ba53f07ac',NULL,N'eab25030-e81a-45d8-aa0a-f886e38596d9',N'147.231.25.228',N'00:1b:21:4d:e0:bd',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'dpmpool2',N'swL012',N'3',NULL,NULL
N'3072c0fd-95c7-4d5b-9bd5-cb2f95d5fd92',NULL,N'168508cd-0ad2-454f-9d52-d601b767ac8c',N'172.16.6.21',N'E4:1F:13:22:6A:F2',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis21',N'swL111',N'21',NULL,NULL
N'3081d03b-e212-4228-939e-4b4875cb22bf',NULL,N'86985609-6be9-4d98-9985-9365cfcdf0f5',N'1.1.1.1',N'00:00:00:00:00:00',N'12001c79-93a2-43c4-9833-59ec442f436c',N'TEST',NULL,NULL,NULL,NULL
N'30e979e0-47f8-4859-a4da-f4f24df99a09',N'                                    ',N'0a07eafc-f92e-4e9f-9ea9-4bad75d10e6b',N'147.231.25.171',N'00:23:7D:9D:2A:CE',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias171',N'swR052',N'7',NULL,NULL
N'31a3880e-d3dc-4bb8-a7ed-497402913a21',N'                                    ',N'ac55a85b-bb2d-4663-8dc8-2f414af608f9',N'172.16.4.14',N'00:0f:20:7a:18:52',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'hypericum14',N'swL041',N'9',NULL,NULL
N'320dcd21-724c-4eb9-970d-bb7eb7770cd2',NULL,N'9b2bb003-f530-4996-8ad6-f7afc8c047a7',N'172.16.1.21',N'00:30:48:C6:49:76',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'salix21',N'swL051',N'21',NULL,NULL
N'323196e6-07de-42aa-a2f7-7a5861de2d19',N'                                    ',N'2e358680-51b7-49f0-bac4-7cd5d9fa7e1d',N'147.231.25.27',N'00:30:6e:2c:7c:d4',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias27',N'sw009',N'H18',NULL,NULL
N'33c43d9b-4c5d-4483-b82b-4063733c011d',NULL,N'5a81d6ac-ee85-4c1c-b899-818ec70b4e39',N'10.26.202.47',N'00:00:00:00:00:00',N'0dbc6c7f-99f8-4ca5-ae69-968c6655d996',N'luna3.fzu.cz',NULL,NULL,NULL,NULL
N'348999e2-54dd-4c83-8af2-17489f15e9f2',NULL,N'0c325b33-7c70-4e85-91e8-76cc79ec5cbc',N'172.16.7.17',N'e4:1f:13:ef:32:10',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'ib17',N'swL112',N'34',NULL,NULL
N'34b54fa6-0807-4a0b-acb5-0c785ef5b9fc',NULL,N'272c5d9b-9963-4b50-bec5-98f36044556a',N'172.16.2.52',N'00:1F:C6:D9:46:56',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis52',N'swL102',N'10',NULL,NULL
N'34f794b5-f7d9-434f-82f7-88e285763c4e',NULL,N'b4ab3414-cad2-4638-a05d-bfd02732efab',N'172.16.2.45',N'00:1F:C6:DA:1A:EE',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis45',N'swL102',N'3',NULL,NULL
N'3509375f-d90b-402f-a8f2-c23b82354e1f',NULL,N'59821e28-7d58-400e-8085-23fdcc23bc71',N'172.16.1.19',N'00:30:48:C6:49:66',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'salix19',N'swL051',N'19',NULL,NULL
N'3576f092-ef44-4743-a10d-0fc16f40135e',NULL,N'7143cad4-0fc5-4a37-8ce1-dcc36dfb75d7',N'172.16.1.20',N'00:30:48:C6:49:78',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'salix20',N'swL051',N'20',NULL,NULL
N'35cf66df-510c-4c84-a7bf-4b156975b952',NULL,N'a8f4da91-4cb0-4103-bc6a-e36cd0791753',N'10.26.202.37',N'00:16:76:C9:7C:84',N'3a9e668d-e858-47c0-9998-3c9846838134',N'sv037.fzu.cz',NULL,NULL,NULL,NULL
N'362612a9-2804-4075-8feb-0e2a3cbb87b0',N'                                    ',N'41ad72ee-24b8-4586-b2dc-d853229af3b5',N'172.16.4.5',N'00:0f:20:7a:e7:7e',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'hypericum05',N'swL031',N'41',NULL,NULL
N'36560ace-c996-4ead-94ff-6abc5548993e',NULL,N'7aab9284-4b12-46c8-a138-657b02bed35c',N'172.16.1.38',N'00:30:48:C6:49:52',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'salix38',N'swL051',N'38',NULL,NULL
N'37050008-c5e3-46bf-b28d-ccbdd3202637',NULL,N'90480a82-eab0-4f2c-828a-6e569eb020a5',N'172.16.1.2',N'00:30:48:C5:43:56',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'salix02',N'swL051',N'2',NULL,NULL
N'37c4c234-976b-4a67-b96c-1aa6459efbb7',N'                                    ',N'a5f21c51-c206-485f-8ed7-6b45e5a5ccfb',N'147.231.25.170',N'00:23:7D:3B:42:66',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias170',N'swR051',N'16',NULL,NULL
N'386fee63-1507-4c5d-8be7-a0641dae51c6',NULL,N'a198c283-5a4f-4da8-a126-db8fb727245b',N'172.16.2.48',N'00:1F:C6:D9:4E:1A',N'0dbc6c7f-99f8-4ca5-ae69-968c6655d996',N'iberis48',N'swL102',N'6',NULL,NULL
N'389d7d70-bbc9-4b7d-b627-b8415b58cbf1',NULL,N'87672f48-2969-417c-ab72-8cef2463890e',N'172.16.5.17',N'00:30:48:C9:51:92',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'saltix17',N'swL052',N'10',NULL,NULL
N'390ac191-8801-45d3-8f0d-94333c65d86c',N'                                    ',N'ed131e82-630c-403f-b055-9ce78309a4f6',N'172.16.4.30',N'00:0F:20:7A:E7:DC',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'hypericum30',N'swL041',N'24',NULL,NULL
N'3924e9b0-c2d9-4d34-a7b2-aed35036841e',NULL,N'9cb2b062-610f-4371-9c74-6059f2e3db03',N'172.16.2.53',N'00:1F:C6:D9:45:9A',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis53',N'swL102',N'11',NULL,NULL
N'3940646c-7d89-4336-8000-72f7e0ae388d',NULL,N'3b4f9dc4-5f25-45e5-8358-ba10ff43b218',N'172.16.6.63',N'E4:1F:13:22:85:02',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis63',N'swL112',N'31',NULL,NULL
N'39d03e61-f5be-464c-8f5e-e54700c0329d',NULL,N'c1641809-7b10-4371-9cc4-9995e45ac902',N'172.16.1.28',N'00:30:48:C5:67:F8',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'salix28',N'swL051',N'28',NULL,NULL
N'3a110271-6b44-4b21-8f94-78a8bc78cec4',NULL,N'e7800dd2-02fb-4de3-9b0b-0d2fda8d3d0e',N'172.16.2.19',N'00:1F:C6:D9:46:D2',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis19',N'swL101',N'19',NULL,NULL
N'3ae9e610-e406-47b8-a5d8-887565b2102e',NULL,N'ea82d1cb-d4bb-448c-a835-bf75e0d76311',N'192.168.2.214',N'00:04:02:fc:56:83',N'12001c79-93a2-43c4-9833-59ec442f436c',N'satabeast1-2.monitor',N'swL031',N'12',NULL,NULL
N'3b089171-0254-45e1-afb3-78beaac5f2dc',NULL,N'1f885238-48fa-4491-bed7-da53bba24c85',N'172.16.2.36',N'00:1F:C6:D9:4D:C4',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis36',N'swL101',N'36',NULL,NULL
N'3b41ef4e-761e-483c-ac0d-b10736354632',NULL,N'a02d9fc9-0a63-4ed6-bf21-8b1aee324f65',N'172.16.5.18',N'00:30:48:C9:51:90',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'saltix18',N'swL052',N'11',NULL,NULL
N'3b464de6-66e4-4500-a91f-8a6f05f9f946',N'                                    ',N'13a38da3-56d0-4ccb-a14e-4f8299dc18ce',N'172.16.4.39',N'00:0f:20:7a:18:b8',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'hypericum39',N'swL041',N'33',NULL,NULL
N'3c2559f0-29de-4651-8041-0dc2daa7e108',NULL,N'37d38662-ba96-4ab1-b8df-90521c7bc84f',N'147.231.26.132',N'A4:BA:DB:E0:DD:6A',N'0dbc6c7f-99f8-4ca5-ae69-968c6655d996',N'serv132.fzu.cz',NULL,NULL,NULL,NULL
N'3c7b9507-2256-472b-b034-22bfe98add22',N'                                    ',N'e502f486-68f6-48ca-b5f9-3131cbac433c',N'147.231.25.129',N'00:18:71:E7:98:90',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias129',N'swL082',N'14',NULL,NULL
N'3cc371cd-2cfe-471a-aed2-bca66ae1f88b',NULL,N'79f4f21b-3434-4b28-b59e-8db58d4d9c12',N'172.16.2.64',N'00:1F:C6:D9:4E:96',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis64',N'swL102',N'22',NULL,NULL
N'3deac678-35da-4bff-8b51-2342c70b7304',NULL,N'b8179270-cb3c-4780-9667-c9723d3395a8',N'172.16.1.12',N'00:30:48:C6:49:80',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'salix12',N'swL051',N'12',NULL,NULL
N'3e0aa905-08a0-4dd5-b963-9d91ed1f95f2',NULL,N'40cdff6a-2374-49b1-b74c-fc0c90c6523b',N'172.16.5.11',N'00:30:48:C9:CA:EA',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'saltix11',N'swL052',N'4',NULL,NULL
N'3ed16ab3-aaa9-4a11-a2d1-9ea32de7122c',NULL,N'152f2435-9541-422f-84d6-b2440768be1c',N'172.16.1.11',N'00:30:48:C6:49:7A',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'salix11',N'swL051',N'11',NULL,NULL
N'3ee71b29-5afd-4987-8501-3647cf30ba4d',NULL,N'971be400-a3a8-48dc-88ca-862ce640862f',N'172.16.1.16',N'00:30:48:C6:49:42',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'salix16',N'swL051',N'16',NULL,NULL
N'3f1a515c-22bc-4ba1-9694-2a36c0b07a61',N'                                    ',N'01173799-d7b5-49eb-b0b7-e03b875b198a',N'147.231.25.123',N'00:18:FE:87:A8:0D',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias123',N'swL082',N'13',NULL,NULL
N'3f382eae-28c6-4590-a8f7-6956dfbb011f',NULL,N'b6dcf5ae-d152-4577-8cc5-dff99c51d5aa',N'172.16.5.2',N'00:30:48:CA:D3:AA',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'saltix02',N'swL051',N'42',NULL,NULL
N'3f9667d6-2d0d-4ee4-a5e1-c4d0ee85013c',N'                                    ',N'f6274a30-9549-4c55-82a9-d807ed43df3f',N'172.16.4.32',N'00:0F:20:7A:18:BC',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'hypericum32',N'swL041',N'26',NULL,NULL
N'4026555e-7562-4da7-a4ed-84af757a9fe2',NULL,N'fe834240-736f-4af6-8bd0-2ee7cae0bc63',N'147.231.25.54',N'48:5B:39:32:8A:A8',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'storage12',N'sw253',N'4/6',NULL,NULL
N'40296f1b-a158-4b44-b085-72b43655a269',N'                                    ',N'8827aa52-1857-4f36-bb6f-5b83c21808a9',N'147.231.25.28',N'00:30:6e:2c:7c:6c',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias28',N'sw009',N'H19',NULL,NULL
N'4034e350-13a0-4f3f-ad55-eb6f4df3750a',NULL,N'080c9476-724e-4406-9a88-bab03c43b860',N'172.16.6.32',N'E4:1F:13:22:74:40',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis32',N'swL111',N'32',NULL,NULL
N'40b4bec2-8302-4c1e-9a8c-006a0c3658dd',NULL,N'6cecb588-ef83-480b-bf49-2d3fa0b4b555',N'172.16.7.3',N'e4:1f:13:ef:2a:ea',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'ib03',N'swL111',N'42',NULL,NULL
N'40b81ebf-00ab-43b4-9d8f-22499d9f9bcf',NULL,N'c41ab1e2-8e62-4e8f-b39a-f14ab3e2d4f1',N'172.16.6.47',N'E4:1F:13:22:78:90',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis47',N'swL112',N'15',NULL,NULL
N'42472b5b-0cd3-4383-accb-181d5fc2fbea',N'                                    ',N'b30600a9-7b49-482c-ab9e-36b39ed51738',N'147.231.25.103',N'00:16:35:3A:42:28',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias103',N'swL083',N'5',NULL,NULL
N'43bc875d-def4-4715-aa2b-5a60a8c6f773',N'                                    ',N'b6ab4925-40f5-4db9-9f26-470600dfb97e',N'172.16.4.31',N'00:0F:20:7A:E7:EA',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'hypericum31',N'swL041',N'25',NULL,NULL
N'43cf8f13-e7a1-4e9c-9968-fb6739d0f699',NULL,N'fe96fad8-f001-4e88-bfdb-ce7c9144bbb0',N'172.16.2.27',N'00:1F:C6:DA:19:AE',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis27',N'swL101',N'27',NULL,NULL
N'44544076-6145-4d5d-9c65-7ff3c529655a',NULL,N'244397b3-6a8e-4a6c-b66f-bc17ea314562',N'147.231.25.49',N'00:25:90:0e:73:26',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'dpmpool11',N'swL012',N'16',NULL,NULL
N'44d2ea16-8908-446d-a5a5-28cb606c71f5',NULL,N'029abadc-7523-496b-9933-6c6b292962c9',N'172.16.2.24',N'00:1F:C6:D9:4D:FA',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis24',N'swL101',N'24',NULL,NULL
N'45b5e205-2349-4d10-b027-e77140e4d33a',NULL,N'3316fa24-61a8-4c78-8f32-579d5bdebab0',N'172.16.1.24',N'00:30:48:C6:49:4E',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'salix24',N'swL051',N'24',NULL,NULL
N'4610c487-484b-4d2d-8592-f371a84f3d72',N'                                    ',N'd6b24ebe-57aa-43a2-89cd-0761a83e7beb',N'147.231.25.120',N'00:18:FE:87:A8:10',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias120',N'swL082',N'7',NULL,NULL
N'46293166-17ec-4542-99d9-88d450d2d303',N'                                    ',N'faac9c91-b864-4ee4-816a-817f0186ae4b',N'147.231.25.107',N'00:16:35:3A:B2:85',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias107',N'swL083',N'4',NULL,NULL
N'46e0f04d-53de-483c-b229-284d577d1df0',N'                                    ',N'a29c4bdd-7f15-49e3-a9fc-4c6b65ce8a32',N'172.16.4.48',N'00:12:79:3a:c3:1b',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'hypericum48',N'swL071',N'12',NULL,NULL
N'4786b418-eaf7-48c1-8127-c748e70c4d15',N'                                    ',N'940f7f17-fefb-4ffd-8150-0557cb4dd230',N'172.16.4.15',N'00:0f:20:7a:18:98',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'hypericum15',N'swL041',N'10',NULL,NULL
N'48aaf533-d66b-4a1f-bf67-2e0c21814e8c',NULL,N'1cc60e14-1303-41a4-bc71-e96b98c46a60',N'147.231.27.212',N'00:00:00:00:00:00',N'0dbc6c7f-99f8-4ca5-ae69-968c6655d996',N'luna1.fzu.cz',NULL,NULL,NULL,NULL
N'49277da7-9316-4e45-8823-441a5c124182',NULL,N'f6a7abcd-b9ce-4f98-9b3e-7f82f402bb79',N'172.16.1.14',N'00:30:48:C6:49:3E',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'salix14',N'swL051',N'14',NULL,NULL
N'49aec34c-d7b6-4a06-9248-4ff9dd0d3cec',NULL,N'1ee7d9ed-8b94-41e2-aac8-f37156d726e2',N'172.16.1.37',N'00:30:48:C6:49:48',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'salix37',N'swL051',N'37',NULL,NULL
N'49bbee7f-c3fe-46bc-8cec-cafa2bc3692d',NULL,N'82812bfc-f4f9-4f2e-9613-fcc8b05515d3',N'172.16.5.9',N'00:30:48:C9:55:F4',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'saltix09',N'swL052',N'2',NULL,NULL
N'4a7ed363-4262-4e11-9e8a-d16911711ee5',NULL,N'8c5355cc-9d52-45f0-9bef-0cc007def5da',NULL,N'00:00:00:00:00:00',N'0dbc6c7f-99f8-4ca5-ae69-968c6655d996',N'EVA',NULL,NULL,NULL,NULL
N'4ae3f6fc-b97f-4651-8807-532299bc2f4e',NULL,N'99ba45c6-4521-4ad2-941d-aa444ea5fbfb',N'172.16.2.11',N'00:1F:C6:DA:15:B0',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis11',N'swL101',N'11',NULL,NULL
N'4b199e95-96b7-4f6c-b8ac-7756c7bb39c5',NULL,N'3d76e1bd-f8c5-4f18-b04f-ab97d3f22dfb',N'172.16.2.70',N'00:1F:C6:D9:4E:EA',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis70',N'swL102',N'28',NULL,NULL
N'4be57321-6eeb-410a-9dd7-07e9ec660b86',NULL,N'84f1413e-65fc-422c-bf33-2b1832b1261f',N'192.168.2.203',N'00:50:cc:13:0e:a8',N'12001c79-93a2-43c4-9833-59ec442f436c',N'ultamus4800up-2.monitor',N'swR081',N'8',NULL,NULL
N'4bfd8bc6-6562-4aed-8d42-ef16a27d4813',N'                                    ',N'b1c9db8f-5820-4b93-b18d-6fd158f10d09',N'147.231.25.111',N'00:18:71:E7:D8:EC',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias111',N'swL083',N'7',NULL,NULL
N'4c60b0cf-3a57-4d6d-9d01-f7cc080e8a43',NULL,N'f49a80ac-0317-4fb5-9b8f-ca3f3a389dc4',N'172.16.2.40',N'00:1F:C6:DA:17:AE',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis40',N'swL101',N'40',NULL,NULL
N'4c6864d5-aa08-40eb-8d0e-10f93e0d24cf',N'                                    ',N'7b6dc04c-0ebf-4006-905f-dbe1f8f87982',N'172.16.4.9',N'00:0f:20:7a:18:54',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'hypericum09',N'swL041',N'4',NULL,NULL
N'4d592452-8a4f-4c27-93b9-41c6232ee54e',NULL,N'1fc24b5e-31dd-44cd-b4d3-8e035d484839',N'147.231.25.224',N'00:18:71:68:62:32',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'storage4',N'swL031',N'1',NULL,NULL
N'4da36054-f37b-412c-b031-dc485ad30281',NULL,N'2a96b8ca-d11e-49b3-a0f6-5cfe52f82a44',N'147.231.25.48',N'00:25:90:0e:73:66',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'dpmpool10',N'swL012',N'17',NULL,NULL
N'4def097d-f934-4660-b13d-0dc0e435c899',NULL,N'e8c9f9aa-2a0b-4310-80f8-72bb792dbf9d',N'10.26.202.26',N'00:09:3D:10:0A:25',N'3a9e668d-e858-47c0-9998-3c9846838134',N'thsun12.fzu.cz',NULL,NULL,N'thsun12',1
N'4e2539cc-38a3-45d1-9019-1e4951c92f02',NULL,N'2800412a-07e9-436e-b2f5-8fc4a1ad9c65',N'172.16.1.4',N'00:30:48:C5:14:BA',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'salix04',N'swL051',N'4',NULL,NULL
N'4e54e117-026f-4a57-a9e3-ac71ff0871b3',NULL,N'393233f3-1d11-4c4b-b99f-a221c0dff93e',N'172.16.2.32',N'00:1F:C6:D9:4D:A0',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis32',N'swL101',N'32',NULL,NULL
N'4f7dc786-53ec-42fe-9aa9-44912273fb6f',NULL,N'95ecb669-65a7-41b4-a5e4-7dcd635a3ec2',N'172.16.6.18',N'E4:1F:13:22:7E:4E',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis18',N'swL111',N'18',NULL,NULL
N'4f837d87-f507-4903-9455-8b4af257fc54',N'                                    ',N'f1bf12fc-4c84-4df6-8ff3-0d38ca3279fb',N'147.231.25.145',N'00:1B:78:D0:7B:02',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias145',N'swR051',N'2',NULL,NULL
N'4fa48ba5-5aef-450c-ba9a-94bc60977ee6',NULL,N'ec341648-2fec-4eaf-adcd-571596f048ff',N'147.231.25.47',N'00:00:00:00:00:00',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'dpmpool9',N'swL013',N'0',NULL,NULL
N'50446d08-a081-4106-b266-3077fe370a0f',NULL,N'edf25c0f-d3d0-4e61-96f8-fb997117c65d',N'172.16.2.9',N'00:1F:C6:D9:4C:F2',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis09',N'swL101',N'9',NULL,NULL
N'50ba5b74-6446-41eb-aaa3-aab03537f090',N'                                    ',N'77266d1e-1533-4d6a-a5f5-ea2353aaad15',N'147.231.25.99',N'00:0f:20:7a:18:cc',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'goliasx99',N'swL031',N'32',NULL,NULL
